Var1_1,Var1_2
0,6.31716901011714e-14
0,0.0503548845045891
0,0.0807138198406782
0,0.108128485813047
0,0.135031078112858
0,0.161407923569568
0,0.187463358072265
0,0.213536492657458
0,0.239686328181771
0,0.265801535580952
0,0.291882391181247
20,0.314426976408655
20,0.334800269498644
20,0.355285393154086
20,0.375798866117685
20,0.396554639647965
20,0.417443323846431
20,0.438239660140403
20,0.459213856521612
45,0.477643997964044
45,0.48700516769644
45,0.496213534625771
45,0.505147036182925
45,0.513858251256467
45,0.522431540260134
45,0.531084357963965
45,0.539682117090214
45,0.548190197116612
45,0.556543693891188
45,0.56491534139358
45,0.573345760028626
45,0.581805337100565
45,0.590142325925934
45,0.598956035673685
45,0.608334706841599
45,0.617625944232453
45,0.626855521743419
45,0.636232968864772
45,0.645676345879235
45,0.655070238051012
45,0.664460065171129
45,0.673808522711429
45,0.683207803305511
45,0.692685153899282
45,0.702121678749528
45,0.711518080305188
45,0.720877832762262
48,0.730181832081824
72,0.738693727468856
72,0.742806673154847
72,0.746895662792222
72,0.75104941163642
72,0.755427149157688
72,0.759846291785506
72,0.7642732586737
72,0.768699229868217
72,0.773143829773706
72,0.777589603967092
72,0.782061559839803
72,0.786533033656626
72,0.791064294025516
72,0.795590380241523
72,0.800119667976729
72,0.80464633786146
72,0.809176300463403
72,0.813703216996289
72,0.818248585378599
72,0.822816765307976
72,0.827390323023695
72,0.831959262432646
72,0.83653916237832
72,0.841276913049411
72,0.846065548858647
72,0.850888606820521
72,0.85570876683971
72,0.860534006986934
72,0.865376402663704
72,0.870210792535901
72,0.875087987261398
72,0.879998077933423
72,0.884932287222937
72,0.88988721978746
72,0.894843896001428
72,0.899810897800539
72,0.904783732968068
72,0.909765740869938
72,0.914751330115665
72,0.919820953703707
72,0.924953158644954
72,0.930097915644239
72,0.935244832978668
72,0.940414248714527
72,0.945637801489916
72,0.950868774447548
72,0.956108254763305
72,0.961355414199345
72,0.966611070648528
72,0.971874716485854
72,0.977163070632943
72,0.982487167745681
