Var1
13.099401251
12.754885871
11.443146681
10.484022125
10.185131907
10.003992694
9.783866483
9.812057888
10.630405974
10.399932195
9.95618441
10.261564164
9.20329136
9.197475024
8.777849084
8.369275373
8.549066913
9.673106941
9.150024672
9.168313263
9.083415068
9.008898463
8.779601849
9.550298994
11.162883344
11.573735143
11.937393903
11.688122615
11.807093619
12.053030051
12.036211897
10.262317241
10.056185463
10.334244514
12.065426769
11.981088271
12.696358653
12.803543906
12.042597864
11.093417049
11.062754837
10.596295685
11.798976104
12.988941387
11.82183097
12.023597081
10.727113451
10.309248537
9.863941952
10.205057756
11.078164623
11.252254819
11.286324996
11.094450745
11.060338989
10.574246526
10.424908594
11.438319583
12.463142622
14.753389579
12.208141289
12.814271885
10.820604431
11.263838323
13.000085686
12.607291083
11.921632056
12.239366288
10.378819948
10.534048681
10.654622889
11.858140155
11.419184951
10.783936652
11.000546312
9.625807367
10.349190456
10.765198083
11.041399854
10.676220316
10.6670365
10.199019065
10.322107592
10.900246919
10.119260046
9.874208949
10.253117879
9.617263514
10.303151206
11.271336727
11.319784129
10.66712738
10.546684226
9.920440745
10.008815191
9.816171317
9.398822747
10.136070736
9.964429365
9.831016747
