Var1
15.407784849
15.516591337
13.251872007
14.277841094
13.619603756
14.620395902
12.376313428
11.99005129
10.717090091
13.443101649
12.770559095
13.669074098
13.672423668
12.496976257
10.838297613
10.92685298
11.478392947
13.119789545
11.423217517
12.476877338
11.474106226
10.80970443
10.389123753
10.344552907
11.199942467
11.068352033
10.794925888
10.733191784
11.564980788
10.478186162
10.704710204
11.157710132
12.134826047
14.762692725
11.705882321
11.804955084
10.290304016
10.457493793
11.96605229
12.717247648
11.652329991
11.908525995
10.626756704
10.08554807
9.884706396
10.795089123
10.8856347
10.785015088
10.886781675
10.529385895
9.845897485
10.676702606
11.034549246
11.193183874
11.095742219
11.2856053
10.457021561
11.059979797
11.294075869
11.133409883
10.461092693
10.145195347
10.738641571
11.143819474
10.87028929
10.347981351
8.952230857
9.809893833
9.931972366
10.027666955
9.31816178
9.959472037
9.98107475
10.300480158
8.792364675
8.299790692
9.392714071
8.397040911
8.04311424
8.596778647
8.634079217
7.332123194
7.951650166
7.495097661
8.164624777
7.682935802
8.180397989
8.171711607
6.345722259
6.071842211
6.11860039
6.251334836
6.100676388
5.987389138
5.646970938
5.590164593
5.4830052
5.433439054
5.457768427
5.42090368
