Var1_1,Var1_2
0,6.31716901011714e-14
0,0.0635005719433989
0,0.100800614946855
0,0.132072261879279
0,0.160885710551879
0,0.18801450539045
1,0.214350502181337
2,0.24032966679357
3,0.265739715169362
5,0.290664054075106
6,0.315282689249724
6,0.33968038048231
10,0.363816359154374
24,0.383920522511188
24,0.403247234688414
24,0.422519516765886
24,0.441624197969889
24,0.460611360570073
25,0.479345081843295
25,0.497982362021386
25,0.516733027950288
26,0.535669438780369
48,0.551660590895206
48,0.560958760332252
48,0.569759263183797
49,0.578180534491565
49,0.586335718466801
49,0.594397545033583
49,0.602228342846546
50,0.609823445012138
50,0.61710962819793
51,0.624139493512431
51,0.631179722470547
51,0.638096353933832
51,0.644863343445672
51,0.651478088800652
51,0.658101322160055
51,0.664755068861509
51,0.671404720883171
51,0.677943854459168
52,0.684380392753755
52,0.690781001164461
52,0.697127879469365
52,0.703471575551242
52,0.710006141516082
52,0.716569458478323
52,0.723076965623674
52,0.729521659354049
52,0.735917550292414
52,0.742290464735877
52,0.748632737863642
52,0.7549315407978
52,0.761206192533613
52,0.767557612236507
52,0.773877743752853
52,0.780166702772404
52,0.786464111976994
52,0.792744646727296
52,0.799000365350051
52,0.805233141363817
52,0.811444516536592
52,0.817673055816478
52,0.823952242637346
52,0.830257347939722
52,0.836679639695437
52,0.843110203586015
52,0.849839089881208
52,0.856783684327024
52,0.863754942577732
53,0.870722403320839
53,0.877682591553962
53,0.884635852497996
53,0.891609103021825
53,0.898587180133354
53,0.905595302401284
53,0.912711025937566
53,0.919829062382908
53,0.926939549061928
53,0.934056136865985
53,0.941171379485515
53,0.948312459860559
53,0.955470164765747
54,0.962662796545411
54,0.96987181331976
54,0.977091779350721
54,0.984332815773316
54,0.991635058343259
54,0.998938883002497
54,1.00625399690999
54,1.0135814991804
54,1.02099990399931
54,1.02844942606977
54,1.03587893243311
54,1.04330757601985
55,1.05073574359322
66,1.05760750056591
69,1.06193875684661
78,1.06612098575859
83,1.06975223084136
83,1.07153023341209
